"a-1_number_of_villages,_towns,_households,_population_and_area",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,source_dataset
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.,census
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,,census
01,017,00066,SUB-DISTRICT,Banihal,Urban,0,0,1,645,3900,2453,1447,4.07,958,census
01,017,00067,SUB-DISTRICT,Ramban,Total,94,1,2,30472,158668,84140,74528,765.96,207,census
01,017,00067,SUB-DISTRICT,Ramban,Rural,94,1,0,28955,150757,79778,70979,754.95,200,census
01,017,00067,SUB-DISTRICT,Ramban,Urban,0,0,2,1517,7911,4362,3549,11.01,719,census
01,018,00000,DISTRICT,Kishtwar,Total,155,2,1,45209,230696,120165,110531,1644,140,census
01,018,00000,DISTRICT,Kishtwar,Rural,155,2,0,42499,215831,111986,103845,1643.37,131,census
01,018,00000,DISTRICT,Kishtwar,Urban,0,0,1,2710,14865,8179,6686,0.63,23595,census
01,018,00068,SUB-DISTRICT,Kishtwar,Total,82,2,1,24115,129489,67709,61780,780.3,166,census
01,018,00068,SUB-DISTRICT,Kishtwar,Rural,82,2,0,21405,114624,59530,55094,779.67,147,census
01,018,00068,SUB-DISTRICT,Kishtwar,Urban,0,0,1,2710,14865,8179,6686,0.63,23595,census
01,018,00069,SUB-DISTRICT,Marwah,Total,27,0,0,7106,35572,18364,17208,307.35,116,census
01,018,00069,SUB-DISTRICT,Marwah,Rural,27,0,0,7106,35572,18364,17208,307.35,116,census
01,018,00069,SUB-DISTRICT,Marwah,Urban,0,0,0,0,0,0,0,0,0,census
01,018,00070,SUB-DISTRICT,Chhatroo,Total,14,0,0,9729,44087,22815,21272,308.52,143,census
01,018,00070,SUB-DISTRICT,Chhatroo,Rural,14,0,0,9729,44087,22815,21272,308.52,143,census
01,018,00070,SUB-DISTRICT,Chhatroo,Urban,0,0,0,0,0,0,0,0,0,census
01,018,00071,SUB-DISTRICT,Atholi (Paddar),Total,32,0,0,4259,21548,11277,10271,248.11,87,census
01,018,00071,SUB-DISTRICT,Atholi (Paddar),Rural,32,0,0,4259,21548,11277,10271,248.11,87,census
01,018,00071,SUB-DISTRICT,Atholi (Paddar),Urban,0,0,0,0,0,0,0,0,0,census
01,019,00000,DISTRICT,Udhampur,Total,325,6,6,99240,554985,296784,258201,2637,210,census
01,019,00000,DISTRICT,Udhampur,Rural,325,6,0,78887,446777,232974,213803,2593.28,172,census
01,019,00000,DISTRICT,Udhampur,Urban,0,0,6,20353,108208,63810,44398,43.72,2475,census
01,019,00072,SUB-DISTRICT,Udhampur,Total,149,3,3,50555,275559,151318,124241,808.71,341,census
01,019,00072,SUB-DISTRICT,Udhampur,Rural,149,3,0,32338,177828,92989,84839,771.39,231,census
01,019,00072,SUB-DISTRICT,Udhampur,Urban,0,0,3,18217,97731,58329,39402,37.32,2619,census
01,019,00073,SUB-DISTRICT,Chenani,Total,46,1,2,11125,64753,33624,31129,312.12,207,census
01,019,00073,SUB-DISTRICT,Chenani,Rural,46,1,0,10319,60568,31380,29188,310.33,195,census
01,019,00073,SUB-DISTRICT,Chenani,Urban,0,0,2,806,4185,2244,1941,1.79,2338,census
01,019,00074,SUB-DISTRICT,Ramnagar,Total,88,2,1,28317,167010,86755,80255,1025.65,163,census
01,019,00074,SUB-DISTRICT,Ramnagar,Rural,88,2,0,26987,160718,83518,77200,1020.94,157,census
01,019,00074,SUB-DISTRICT,Ramnagar,Urban,0,0,1,1330,6292,3237,3055,4.71,1336,census
01,019,00075,SUB-DISTRICT,Majalta,Total,42,0,0,9243,47663,25087,22576,235.35,203,census
01,019,00075,SUB-DISTRICT,Majalta,Rural,42,0,0,9243,47663,25087,22576,235.35,203,census
01,019,00075,SUB-DISTRICT,Majalta,Urban,0,0,0,0,0,0,0,0,0,census
01,020,00000,DISTRICT,Reasi,Total,253,2,5,56689,314667,166461,148206,1719,183,census
01,020,00000,DISTRICT,Reasi,Rural,253,2,0,51659,287671,151481,136190,1679.99,171,census
01,020,00000,DISTRICT,Reasi,Urban,0,0,5,5030,26996,14980,12016,39.01,692,census
01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,Total,61,0,0,25782,147843,78181,69662,857.26,172,census
01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,Rural,61,0,0,25782,147843,78181,69662,857.26,172,census
01,020,00076,SUB-DISTRICT,Gool-Gulabgarh,Urban,0,0,0,0,0,0,0,0,0,census
01,020,00077,SUB-DISTRICT,Reasi,Total,192,2,5,30907,166824,88280,78544,861.53,194,census
01,020,00077,SUB-DISTRICT,Reasi,Rural,192,2,0,25877,139828,73300,66528,822.52,170,census
01,020,00077,SUB-DISTRICT,Reasi,Urban,0,0,5,5030,26996,14980,12016,39.01,692,census
01,021,00000,DISTRICT,Jammu,Total,780,72,20,314199,1529958,813821,716137,2342,653,census
01,021,00000,DISTRICT,Jammu,Rural,780,72,0,159291,764945,401603,363342,2089.87,366,census
01,021,00000,DISTRICT,Jammu,Urban,0,0,20,154908,765013,412218,352795,252.13,3034,census
01,021,00078,SUB-DISTRICT,Akhnoor,Total,207,19,3,54133,250446,133592,116854,969.5,258,census
01,021,00078,SUB-DISTRICT,Akhnoor,Rural,207,19,0,48256,218825,114114,104711,960.77,228,census
01,021,00078,SUB-DISTRICT,Akhnoor,Urban,0,0,3,5877,31621,19478,12143,8.73,3622,census
01,021,00079,SUB-DISTRICT,Jammu,Total,309,11,11,195906,970335,517447,452888,1069.72,907,census
01,021,00079,SUB-DISTRICT,Jammu,Rural,309,11,0,56576,284890,150516,134374,848.45,336,census
01,021,00079,SUB-DISTRICT,Jammu,Urban,0,0,11,139330,685445,366931,318514,221.27,3098,census
01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,Total,163,27,4,41528,197739,104475,93264,245.26,806,census
01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,Rural,163,27,0,35767,169459,89097,80362,238.48,711,census
01,021,00080,SUB-DISTRICT,Ranbir Singh Pora,Urban,0,0,4,5761,28280,15378,12902,6.78,4171,census
01,021,00081,SUB-DISTRICT,Bishnah,Total,101,15,2,22632,111438,58307,53131,158.18,705,census
01,021,00081,SUB-DISTRICT,Bishnah,Rural,101,15,0,18692,91771,47876,43895,142.83,643,census
01,021,00081,SUB-DISTRICT,Bishnah,Urban,0,0,2,3940,19667,10431,9236,15.35,1281,census
01,022,00000,DISTRICT,Samba,Total,345,31,6,65385,318898,169124,149774,904,353,census
01,022,00000,DISTRICT,Samba,Rural,345,31,0,54718,265283,139365,125918,865.24,307,census
01,022,00000,DISTRICT,Samba,Urban,0,0,6,10667,53615,29759,23856,38.76,1383,census
01,022,00082,SUB-DISTRICT,Samba,Total,345,31,6,65385,318898,169124,149774,903.65,353,census
01,022,00082,SUB-DISTRICT,Samba,Rural,345,31,0,54718,265283,139365,125918,864.89,307,census
01,022,00082,SUB-DISTRICT,Samba,Urban,0,0,6,10667,53615,29759,23856,38.76,1383,census
02,000,00000,STATE,HIMACHAL PRADESH,Total,17882,2808,59,1483280,6864602,3481873,3382729,55673,123,census
02,000,00000,STATE,HIMACHAL PRADESH,Rural,17882,2808,0,1312510,6176050,3110345,3065705,55402.18,111,census
02,000,00000,STATE,HIMACHAL PRADESH,Urban,0,0,59,170770,688552,371528,317024,270.82,2542,census
02,023,00000,DISTRICT,Chamba,Total,1110,481,5,102460,519080,261320,257760,6522.0002245146725,80,census
02,023,00000,DISTRICT,Chamba,Rural,1110,481,0,94596,482972,241963,241009,6501.26,74,census
02,023,00000,DISTRICT,Chamba,Urban,0,0,5,7864,36108,19357,16751,20.74,1741,census
02,023,00083,SUB-DISTRICT,Pangi,Total,60,46,0,3952,18868,9579,9289,1515.455245321114,12,census
02,023,00083,SUB-DISTRICT,Pangi,Rural,60,46,0,3952,18868,9579,9289,1515.455245321114,12,census
02,023,00083,SUB-DISTRICT,Pangi,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00084,SUB-DISTRICT,Chaurah,Total,181,131,0,14142,78988,40152,38836,1164.894564119854,68,census
02,023,00084,SUB-DISTRICT,Chaurah,Rural,181,131,0,14142,78988,40152,38836,1164.894564119854,68,census
02,023,00084,SUB-DISTRICT,Chaurah,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00085,SUB-DISTRICT,Saluni,Total,132,46,0,8815,47939,24197,23742,362.0248525754306,132,census
02,023,00085,SUB-DISTRICT,Saluni,Rural,132,46,0,8815,47939,24197,23742,362.0248525754306,132,census
02,023,00085,SUB-DISTRICT,Saluni,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00086,SUB-DISTRICT,Bhalai,Total,78,2,0,4774,25326,12561,12765,133.25185124403168,190,census
02,023,00086,SUB-DISTRICT,Bhalai,Rural,78,2,0,4774,25326,12561,12765,133.25185124403168,190,census
02,023,00086,SUB-DISTRICT,Bhalai,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00087,SUB-DISTRICT,Dalhousie,Total,119,7,2,9514,46760,24339,22421,159.95734751725522,292,census
02,023,00087,SUB-DISTRICT,Dalhousie,Rural,119,7,0,7507,36160,17968,18192,148.25734751725523,244,census
02,023,00087,SUB-DISTRICT,Dalhousie,Urban,0,0,2,2007,10600,6371,4229,11.7,906,census
02,023,00088,SUB-DISTRICT,Bhattiyat,Total,123,10,2,8897,42967,21550,21417,248.88379172063836,173,census
02,023,00088,SUB-DISTRICT,Bhattiyat,Rural,123,10,0,7596,37392,18535,18857,244.17379172063835,153,census
02,023,00088,SUB-DISTRICT,Bhattiyat,Urban,0,0,2,1301,5575,3015,2560,4.71,1184,census
02,023,00089,SUB-DISTRICT,Sihunta,Total,80,17,0,8297,39871,19634,20237,264.18636775793277,151,census
02,023,00089,SUB-DISTRICT,Sihunta,Rural,80,17,0,8297,39871,19634,20237,264.18636775793277,151,census
02,023,00089,SUB-DISTRICT,Sihunta,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00090,SUB-DISTRICT,Chamba,Total,241,66,1,35900,179253,89199,90054,1012.2771446685192,177,census
02,023,00090,SUB-DISTRICT,Chamba,Rural,241,66,0,31344,159320,79228,80092,1007.9471446685192,158,census
02,023,00090,SUB-DISTRICT,Chamba,Urban,0,0,1,4556,19933,9971,9962,4.33,4603,census
02,023,00091,SUB-DISTRICT,Holi,Total,46,94,0,3027,14094,7236,6858,716.0666401334067,20,census
02,023,00091,SUB-DISTRICT,Holi,Rural,46,94,0,3027,14094,7236,6858,716.0666401334067,20,census
02,023,00091,SUB-DISTRICT,Holi,Urban,0,0,0,0,0,0,0,0,0,census
02,023,00092,SUB-DISTRICT,Brahmaur,Total,50,62,0,5142,25014,12873,12141,945.0131863564894,26,census
02,023,00092,SUB-DISTRICT,Brahmaur,Rural,50,62,0,5142,25014,12873,12141,945.0131863564894,26,census
02,023,00092,SUB-DISTRICT,Brahmaur,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00000,DISTRICT,Kangra,Total,3617,252,9,338887,1510075,750591,759484,5739.000080797061,263,census
02,024,00000,DISTRICT,Kangra,Rural,3617,252,0,318379,1423794,705365,718429,5691.340080797061,250,census
02,024,00000,DISTRICT,Kangra,Urban,0,0,9,20508,86281,45226,41055,47.66,1810,census
02,024,00093,SUB-DISTRICT,Nurpur,Total,392,27,1,37267,176525,90074,86451,540.4221802474495,327,census
02,024,00093,SUB-DISTRICT,Nurpur,Rural,392,27,0,35130,166718,84969,81749,535.6721802474495,311,census
02,024,00093,SUB-DISTRICT,Nurpur,Urban,0,0,1,2137,9807,5105,4702,4.75,2065,census
02,024,00094,SUB-DISTRICT,Indora,Total,112,4,1,16720,81226,42226,39000,298.12916541036685,272,census
02,024,00094,SUB-DISTRICT,Indora,Rural,112,4,0,15716,76692,39901,36791,288.80916541036686,266,census
02,024,00094,SUB-DISTRICT,Indora,Urban,0,0,1,1004,4534,2325,2209,9.32,486,census
02,024,00095,SUB-DISTRICT,Fatehpur,Total,223,19,0,13185,62041,31105,30936,305.9878131087973,203,census
02,024,00095,SUB-DISTRICT,Fatehpur,Rural,223,19,0,13185,62041,31105,30936,305.9878131087973,203,census
02,024,00095,SUB-DISTRICT,Fatehpur,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00096,SUB-DISTRICT,Jawali,Total,195,18,0,24532,112746,56022,56724,295.64212255898286,381,census
02,024,00096,SUB-DISTRICT,Jawali,Rural,195,18,0,24532,112746,56022,56724,295.64212255898286,381,census
02,024,00096,SUB-DISTRICT,Jawali,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00097,SUB-DISTRICT,Harchakian,Total,60,2,0,3125,13841,6746,7095,72.18539948156237,192,census
02,024,00097,SUB-DISTRICT,Harchakian,Rural,60,2,0,3125,13841,6746,7095,72.18539948156237,192,census
02,024,00097,SUB-DISTRICT,Harchakian,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00098,SUB-DISTRICT,Shahpur,Total,152,8,0,15082,67758,33220,34538,244.60678011275542,277,census
02,024,00098,SUB-DISTRICT,Shahpur,Rural,152,8,0,15082,67758,33220,34538,244.60678011275542,277,census
02,024,00098,SUB-DISTRICT,Shahpur,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00099,SUB-DISTRICT,Dharmsala,Total,151,13,2,31328,136536,70178,66358,337.66703106822905,404,census
02,024,00099,SUB-DISTRICT,Dharmsala,Rural,151,13,0,20798,93744,47329,46415,319.1970310682291,294,census
02,024,00099,SUB-DISTRICT,Dharmsala,Urban,0,0,2,10530,42792,22849,19943,18.47,2317,census
02,024,00100,SUB-DISTRICT,Kangra,Total,161,14,1,21432,97568,49194,48374,180.62658348104588,540,census
02,024,00100,SUB-DISTRICT,Kangra,Rural,161,14,0,19182,88040,44302,43738,177.50658348104588,496,census
02,024,00100,SUB-DISTRICT,Kangra,Urban,0,0,1,2250,9528,4892,4636,3.12,3054,census
02,024,00101,SUB-DISTRICT,Nagrota Bagwan,Total,157,18,1,17068,76899,38347,38552,95.01726828115285,809,census
02,024,00101,SUB-DISTRICT,Nagrota Bagwan,Rural,157,18,0,15658,70999,35346,35653,91.47726828115285,776,census
02,024,00101,SUB-DISTRICT,Nagrota Bagwan,Urban,0,0,1,1410,5900,3001,2899,3.54,1667,census
02,024,00102,SUB-DISTRICT,Baroh,Total,161,8,0,5725,25789,12403,13386,133.9945300175966,192,census
02,024,00102,SUB-DISTRICT,Baroh,Rural,161,8,0,5725,25789,12403,13386,133.9945300175966,192,census
02,024,00102,SUB-DISTRICT,Baroh,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00103,SUB-DISTRICT,Dera Gopipur,Total,282,23,1,27654,120783,58552,62231,610.6403696047614,198,census
02,024,00103,SUB-DISTRICT,Dera Gopipur,Rural,282,23,0,26503,115967,56094,59873,607.3703696047614,191,census
02,024,00103,SUB-DISTRICT,Dera Gopipur,Urban,0,0,1,1151,4816,2458,2358,3.27,1473,census
02,024,00104,SUB-DISTRICT,Jawalamukhi,Total,122,12,1,9740,43504,21186,22318,103.61999027528425,420,census
02,024,00104,SUB-DISTRICT,Jawalamukhi,Rural,122,12,0,8556,38143,18404,19739,99.09999027528426,385,census
02,024,00104,SUB-DISTRICT,Jawalamukhi,Urban,0,0,1,1184,5361,2782,2579,4.52,1186,census
02,024,00105,SUB-DISTRICT,Jaswan,Total,86,14,0,7486,32520,15907,16613,181.0750666181807,180,census
02,024,00105,SUB-DISTRICT,Jaswan,Rural,86,14,0,7486,32520,15907,16613,181.0750666181807,180,census
02,024,00105,SUB-DISTRICT,Jaswan,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00106,SUB-DISTRICT,Rakkar,Total,103,13,0,6765,29503,14451,15052,114.48551355223222,258,census
02,024,00106,SUB-DISTRICT,Rakkar,Rural,103,13,0,6765,29503,14451,15052,114.48551355223222,258,census
02,024,00106,SUB-DISTRICT,Rakkar,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00107,SUB-DISTRICT,Khundian,Total,216,13,0,8268,38231,18607,19624,190.7072612680079,200,census
02,024,00107,SUB-DISTRICT,Khundian,Rural,216,13,0,8268,38231,18607,19624,190.7072612680079,200,census
02,024,00107,SUB-DISTRICT,Khundian,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00108,SUB-DISTRICT,Thural,Total,84,7,0,4658,19287,9034,10253,57.681047114679686,334,census
02,024,00108,SUB-DISTRICT,Thural,Rural,84,7,0,4658,19287,9034,10253,57.681047114679686,334,census
02,024,00108,SUB-DISTRICT,Thural,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00109,SUB-DISTRICT,Dhira,Total,113,2,0,5298,22119,10498,11621,81.18564061997238,272,census
02,024,00109,SUB-DISTRICT,Dhira,Rural,113,2,0,5298,22119,10498,11621,81.18564061997238,272,census
02,024,00109,SUB-DISTRICT,Dhira,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00110,SUB-DISTRICT,Jaisinghpur,Total,218,4,0,15393,61082,27938,33144,191.00285242657404,320,census
02,024,00110,SUB-DISTRICT,Jaisinghpur,Rural,218,4,0,15393,61082,27938,33144,191.00285242657404,320,census
02,024,00110,SUB-DISTRICT,Jaisinghpur,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00111,SUB-DISTRICT,Palampur,Total,395,14,1,44501,189276,93807,95469,429.2900974251571,441,census
02,024,00111,SUB-DISTRICT,Palampur,Rural,395,14,0,43659,185733,91993,93740,428.6200974251571,433,census
02,024,00111,SUB-DISTRICT,Palampur,Urban,0,0,1,842,3543,1814,1729,0.67,5288,census
02,024,00112,SUB-DISTRICT,Baijnath,Total,200,4,0,22112,95229,47175,48054,296.03964170326145,322,census
02,024,00112,SUB-DISTRICT,Baijnath,Rural,200,4,0,22112,95229,47175,48054,296.03964170326145,322,census
02,024,00112,SUB-DISTRICT,Baijnath,Urban,0,0,0,0,0,0,0,0,0,census
02,024,00113,SUB-DISTRICT,Multhan,Total,34,15,0,1548,7612,3921,3691,978.9979171710115,8,census
02,024,00113,SUB-DISTRICT,Multhan,Rural,34,15,0,1548,7612,3921,3691,978.9979171710115,8,census
02,024,00113,SUB-DISTRICT,Multhan,Urban,0,0,0,0,0,0,0,0,0,census
02,025,00000,DISTRICT,Lahul & Spiti,Total,280,241,0,6674,31564,16588,14976,13841.000106717893,2,census
02,025,00000,DISTRICT,Lahul & Spiti,Rural,280,241,0,6674,31564,16588,14976,13841.000106717893,2,census
02,025,00000,DISTRICT,Lahul & Spiti,Urban,0,0,0,0,0,0,0,0,0,census
02,025,00114,SUB-DISTRICT,Udaipur,Total,66,84,0,1869,8889,4482,4407,1798.5447073717748,5,census
02,025,00114,SUB-DISTRICT,Udaipur,Rural,66,84,0,1869,8889,4482,4407,1798.5447073717748,5,census
02,025,00114,SUB-DISTRICT,Udaipur,Urban,0,0,0,0,0,0,0,0,0,census
02,025,00115,SUB-DISTRICT,Lahul,Total,132,8,0,2222,10218,5415,4803,4923.782688955602,2,census
02,025,00115,SUB-DISTRICT,Lahul,Rural,132,8,0,2222,10218,5415,4803,4923.782688955602,2,census
02,025,00115,SUB-DISTRICT,Lahul,Urban,0,0,0,0,0,0,0,0,0,census
02,025,00116,SUB-DISTRICT,Spiti,Total,82,149,0,2583,12457,6691,5766,7118.678526790516,2,census
02,025,00116,SUB-DISTRICT,Spiti,Rural,82,149,0,2583,12457,6691,5766,7118.678526790516,2,census
02,025,00116,SUB-DISTRICT,Spiti,Urban,0,0,0,0,0,0,0,0,0,census
02,026,00000,DISTRICT,Kullu,Total,314,12,5,94807,437903,225452,212451,5503.000197040496,80,census
02,026,00000,DISTRICT,Kullu,Rural,314,12,0,84358,396512,203269,193243,5485.870197040495,72,census
02,026,00000,DISTRICT,Kullu,Urban,0,0,5,10449,41391,22183,19208,17.13,2416,census
02,026,00117,SUB-DISTRICT,Manali,Total,70,5,1,12450,51661,27710,23951,751.7321605081908,69,census
02,026,00117,SUB-DISTRICT,Manali,Rural,70,5,0,10173,43565,22993,20572,748.7321605081908,58,census
02,026,00117,SUB-DISTRICT,Manali,Urban,0,0,1,2277,8096,4717,3379,3,2699,census
02,026,00118,SUB-DISTRICT,Kullu,Total,156,7,3,44056,206716,106128,100588,2809.0409314870026,74,census
02,026,00118,SUB-DISTRICT,Kullu,Rural,156,7,0,36284,174835,89410,85425,2797.1409314870025,63,census
02,026,00118,SUB-DISTRICT,Kullu,Urban,0,0,3,7772,31881,16718,15163,11.9,2679,census
02,026,00119,SUB-DISTRICT,Sainj,Total,14,0,0,5310,25908,13342,12566,272.0176914415878,95,census
02,026,00119,SUB-DISTRICT,Sainj,Rural,14,0,0,5310,25908,13342,12566,272.0176914415878,95,census
02,026,00119,SUB-DISTRICT,Sainj,Urban,0,0,0,0,0,0,0,0,0,census
02,026,00120,SUB-DISTRICT,Banjar,Total,31,0,1,8642,43612,22193,21419,956.6394846825427,46,census
02,026,00120,SUB-DISTRICT,Banjar,Rural,31,0,0,8242,42198,21445,20753,954.4094846825427,44,census
02,026,00120,SUB-DISTRICT,Banjar,Urban,0,0,1,400,1414,748,666,2.23,634,census
02,026,00121,SUB-DISTRICT,Ani,Total,17,0,0,12292,56917,29077,27840,300.3005015201061,190,census
02,026,00121,SUB-DISTRICT,Ani,Rural,17,0,0,12292,56917,29077,27840,300.3005015201061,190,census
02,026,00121,SUB-DISTRICT,Ani,Urban,0,0,0,0,0,0,0,0,0,census
02,026,00122,SUB-DISTRICT,Nermand,Total,26,0,0,12057,53089,27002,26087,413.27847516106607,128,census
02,026,00122,SUB-DISTRICT,Nermand,Rural,26,0,0,12057,53089,27002,26087,413.27847516106607,128,census
02,026,00122,SUB-DISTRICT,Nermand,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00000,DISTRICT,Mandi,Total,2850,488,5,219145,999777,498065,501712,3950.00032714741,253,census
02,027,00000,DISTRICT,Mandi,Rural,2850,488,0,203747,937140,466050,471090,3922.2603271474104,239,census
02,027,00000,DISTRICT,Mandi,Urban,0,0,5,15398,62637,32015,30622,27.74,2258,census
02,027,00123,SUB-DISTRICT,Padhar,Total,193,39,0,10432,49357,24963,24394,409.4823241080118,121,census
02,027,00123,SUB-DISTRICT,Padhar,Rural,193,39,0,10432,49357,24963,24394,409.4823241080118,121,census
02,027,00123,SUB-DISTRICT,Padhar,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00124,SUB-DISTRICT,Jogindarnagar,Total,208,11,1,19597,84470,41245,43225,277.50303691048475,304,census
02,027,00124,SUB-DISTRICT,Jogindarnagar,Rural,208,11,0,18324,79135,38538,40597,273.25303691048475,290,census
02,027,00124,SUB-DISTRICT,Jogindarnagar,Urban,0,0,1,1273,5335,2707,2628,4.25,1255,census
02,027,00125,SUB-DISTRICT,Lad Bharol,Total,146,1,0,6438,25832,11649,14183,84.85477987968962,304,census
02,027,00125,SUB-DISTRICT,Lad Bharol,Rural,146,1,0,6438,25832,11649,14183,84.85477987968962,304,census
02,027,00125,SUB-DISTRICT,Lad Bharol,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00126,SUB-DISTRICT,Sandhol,Total,57,2,0,4199,16925,8067,8858,59.42185705826235,285,census
02,027,00126,SUB-DISTRICT,Sandhol,Rural,57,2,0,4199,16925,8067,8858,59.42185705826235,285,census
02,027,00126,SUB-DISTRICT,Sandhol,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00127,SUB-DISTRICT,Dharmpur,Total,95,4,0,8292,34777,16550,18227,115.3374872163038,302,census
02,027,00127,SUB-DISTRICT,Dharmpur,Rural,95,4,0,8292,34777,16550,18227,115.3374872163038,302,census
02,027,00127,SUB-DISTRICT,Dharmpur,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00128,SUB-DISTRICT,Kotli,Total,64,2,0,5775,25860,12464,13396,89.13789670532387,290,census
02,027,00128,SUB-DISTRICT,Kotli,Rural,64,2,0,5775,25860,12464,13396,89.13789670532387,290,census
02,027,00128,SUB-DISTRICT,Kotli,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00129,SUB-DISTRICT,Sarkaghat,Total,179,1,1,15828,64269,31222,33047,146.40286199697803,439,census
02,027,00129,SUB-DISTRICT,Sarkaghat,Rural,179,1,0,14644,59554,28700,30854,143.45286199697804,415,census
02,027,00129,SUB-DISTRICT,Sarkaghat,Urban,0,0,1,1184,4715,2522,2193,2.95,1598,census
02,027,00130,SUB-DISTRICT,Bhadrota,Total,93,1,0,4934,21542,10705,10837,88.33034007232838,244,census
02,027,00130,SUB-DISTRICT,Bhadrota,Rural,93,1,0,4934,21542,10705,10837,88.33034007232838,244,census
02,027,00130,SUB-DISTRICT,Bhadrota,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00131,SUB-DISTRICT,Baldwara,Total,134,5,0,10107,43811,21444,22367,94.64768183424239,463,census
02,027,00131,SUB-DISTRICT,Baldwara,Rural,134,5,0,10107,43811,21444,22367,94.64768183424239,463,census
02,027,00131,SUB-DISTRICT,Baldwara,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00132,SUB-DISTRICT,Sundarnagar,Total,160,20,1,24005,111351,56437,54914,244.51588178799847,455,census
02,027,00132,SUB-DISTRICT,Sundarnagar,Rural,160,20,0,18155,87007,43976,43031,232.20588178799846,375,census
02,027,00132,SUB-DISTRICT,Sundarnagar,Urban,0,0,1,5850,24344,12461,11883,12.31,1978,census
02,027,00133,SUB-DISTRICT,Mandi,Total,368,36,2,47425,216051,108763,107288,591.2745666547411,365,census
02,027,00133,SUB-DISTRICT,Mandi,Rural,368,36,0,40334,187808,94438,93370,583.0445666547411,322,census
02,027,00133,SUB-DISTRICT,Mandi,Urban,0,0,2,7091,28243,14325,13918,8.23,3432,census
02,027,00134,SUB-DISTRICT,Aut,Total,60,28,0,6032,30893,15641,15252,150.66553435089085,205,census
02,027,00134,SUB-DISTRICT,Aut,Rural,60,28,0,6032,30893,15641,15252,150.66553435089085,205,census
02,027,00134,SUB-DISTRICT,Aut,Urban,0,0,0,0,0,0,0,0,0,census
02,027,00135,SUB-DISTRICT,Bali Chowki,Total,97,59,0,7220,37913,19389,18524,192.1167007660386,197,census
02,027,00135,SUB-DISTRICT,Bali Chowki,Rural,97,59,0,7220,37913,19389,18524,192.1167007660386,197,census
02,027,00135,SUB-DISTRICT,Bali Chowki,Urban,0,0,0,0,0,0,0,0,0,census
